trdmn	mkt_rf	smb	hml	umd	rmw	cma	rf	smb_equal	hml_equal	umd_equal	rmw_equal	cma_equal
2007-04	0.3152750492	0.0523070077	0.1011198561	0.1025061489	-0.114691981	0.0454554437	0.002296	0.0326349186	0.120551891	0.0512424474	-0.083210659	0.0509618937
2007-05	0.1096969017	-0.029421254	-0.000713137	0.0056781862	0.0330115401	-0.037220128	0.002515	0.0073393248	-0.020477794	-0.00317377	-0.008794321	0.0190915446
2007-06	-0.109027754	-0.112613611	-0.076029196	-0.006454284	0.1793372564	-0.070659186	0.002515	-0.077066564	-0.060877995	0.0121796865	0.1474567622	-0.073309094
2007-07	0.1979019947	0.0808560953	0.0373494023	-0.022269906	-0.047078943	0.0216149709	0.002734	0.0758929409	0.0476167677	-0.081258696	-0.044232722	0.0174092439
2007-08	0.1357233232	-0.02384085	0.0087351066	0.0074633725	0.0225430113	-0.012233032	0.002952	-0.000777415	0.0046788121	-0.033973354	-0.010470998	0.0146868102
2007-09	0.0500789748	-0.011810581	0.0424992681	0.0287168135	0.0450857919	-0.008743658	0.003169	-0.003781655	0.0187569617	0.0167176969	0.0265307662	-0.00985526
2007-10	-0.05288482	-0.070804133	-0.061431588	0.0780207838	0.1225015359	-0.088574418	0.003169	-0.02863602	-0.027530426	0.0417572904	0.07079068	-0.039831268
2007-11	-0.142210281	0.0981200617	0.0359590464	-0.128893269	-0.098577123	0.0746919864	0.003169	0.0769475611	0.0045326561	-0.126284165	-0.078896569	0.044631283
2007-12	0.1812264561	0.0236257596	0.0063871368	-0.024781847	-0.03520177	0.0362614529	0.003386	-0.000548854	-0.011129282	-0.00150944	-0.004374434	0.0099127406
2008-01	-0.093652304	0.038260902	0.0032324393	-0.022530087	-0.026229934	0.0180329878	0.003386	0.0115953581	-7.059594E-6	-0.037369908	-0.01114089	0.0041604747
2008-02	0.0451149955	0.0779691871	0.0445461898	-0.039158839	-0.045526733	0.0478722061	0.003386	0.0559230082	0.0453396948	-0.02217393	-0.043204904	0.0226275216
2008-03	-0.200782249	0.0210251906	-0.015730529	-0.01616481	-0.000109626	-0.016289373	0.003386	0.0293506078	0.0032524487	-0.0348268	-0.010846379	0.0117991215
2008-04	-0.02236899	-0.065463351	0.0060797385	0.0308031655	0.0510043293	-0.029963639	0.003386	-0.051805913	-0.002258743	0.0492334501	0.0496628465	-0.024997548
2008-05	-0.058909795	0.0388628275	0.0201268057	-0.017635891	-0.012865156	0.0129662327	0.003386	0.0300972344	0.0096184689	-0.034416509	-0.02639161	0.0131790265
2008-06	-0.241360243	-0.015407199	-0.037614112	0.0175058149	0.0157319289	-0.024085642	0.003386	-0.005702442	-0.023000368	0.0089987207	0.0143318275	-0.009821594
2008-07	0.0445270415	0.081672915	0.0059618632	-0.041937738	-0.040004457	0.0423874857	0.003386	0.0565939209	0.0127112968	-0.040940424	-0.031233319	0.0249495942
2008-08	-0.218656255	-0.013545579	0.0172846297	-0.025151401	0.0190656986	-0.020659367	0.003386	0.005250987	0.0292090162	-0.025336918	-0.007783936	0.0081665115
2008-09	-0.04249161	-0.071234985	0.0468800604	-0.035291825	0.0206128029	-0.016799817	0.003386	-0.041907581	0.0247671467	-0.032496817	0.0184862881	-0.024612005
2008-10	-0.274331802	0.022323224	0.013091874	0.0210702387	-0.014357089	0.0516841197	0.002952	0.0223581203	0.0152346098	0.0074485097	-0.01601253	0.0408101935
2008-11	0.1652415005	0.0445677741	0.0002924231	-0.038410102	-0.020089	-0.024083235	0.002076	0.0313436202	-0.001483342	-0.066469216	-0.022719394	-0.009764602
2008-12	0.005643732	0.0723598903	-0.058976029	0.0004035304	-0.04630574	0.0131162923	0.001856	0.0408311026	-0.074723611	-0.025503936	0.0002359261	-0.000294801
2009-01	0.1302196534	0.0270512321	0.0048489631	-0.142251022	-0.031878909	-0.023953556	0.001856	-0.010132592	0.0001304308	-0.076194937	0.0090790637	-0.028182711
2009-02	0.0610956435	0.0282544007	0.0179551733	-0.045256221	-0.045194532	0.0416736046	0.001856	0.0097571423	0.0229725111	-0.07642151	-0.027414137	0.0278669827
2009-03	0.1876350029	0.0521752102	-0.01639017	-0.073736514	-0.046037004	-0.021712243	0.001856	0.0318092319	-0.020955454	-0.079007644	-0.013535067	-0.013031959
2009-04	0.0598062113	0.0143313316	-0.00168263	-0.005136637	-0.006533371	0.003821445	0.001856	0.0231126023	0.0119567676	0.0011042639	-0.008348655	-0.002153226
2009-05	0.0496918965	0.0379876902	-0.001856606	-0.02235742	-0.017630036	-0.008201492	0.001856	0.0275551601	0.0007515025	-0.032912626	-0.027141884	0.0116616126
2009-06	0.0826148856	-0.024387387	-0.008056188	-0.014335983	0.0523200346	-0.020594129	0.001856	0.0096999969	-0.002523428	-0.012310495	-0.003311791	0.0121894363
2009-07	0.1695557932	-0.035672218	0.0841220069	-0.077293851	-0.036888795	-0.003267556	0.001856	-0.019839045	0.0474855049	-0.052045575	0.0145620487	-0.018347019
2009-08	-0.1915674	0.0391721974	-0.061528436	-0.073585712	-0.004615305	0.0186969825	0.001856	0.0215129859	-0.041488434	-0.039845823	0.0007014212	0.0125626461
2009-09	0.0390827905	-0.011296614	-0.018893032	0.0187158316	0.0406993266	-0.028955772	0.001856	-0.003859576	-0.011857785	-0.002802537	0.0190770996	-0.01437065
2009-10	0.1003463664	0.0273088473	0.0161575295	0.0664403448	-0.025083259	0.0337137524	0.001856	0.0105402668	0.0129963145	0.0264022887	-0.009830594	0.0090618111
2009-11	0.109303432	0.0482075983	-0.00422387	-0.002719784	-0.01351522	0.0497175589	0.001856	0.0194327424	0.0094817834	-0.038818795	-0.005188304	0.0136396078
2009-12	0.0244651226	0.0179988004	0.0329256243	-0.053840869	-0.016169776	0.0121263121	0.001856	0.0305545357	-0.000409439	-0.028254436	-0.004933634	0.0063068282
2010-01	-0.077343947	0.0625244486	-0.041583916	-0.061167426	-0.022553065	0.0384898189	0.001856	0.0222237773	-0.020697649	-0.031278243	-0.015475495	0.0186530683
2010-02	0.0374506686	0.0378406428	0.0078285246	0.0307341702	-0.034178768	0.0343934035	0.001856	0.0212498176	0.0106341513	0.005928936	-0.025834877	0.0215692831
2010-03	0.0137733781	0.0336236981	-0.00008108	-0.003885948	-0.006856865	0.0174005052	0.001856	0.0321342909	0.0026055999	-0.009805459	-0.014105529	0.0187909527
2010-04	-0.079242228	0.0075800525	-0.042527322	0.0552671196	0.0121361242	0.0067159515	0.001856	-0.005938564	-0.039715198	0.0077874403	0.0306608007	0.0038776505
2010-05	-0.089008375	0.0045033619	-0.051872486	0.0626246928	0.0345909004	-0.006598256	0.001856	0.0023744374	-0.03857198	0.0564901295	0.0162774869	-0.011250766
2010-06	-0.092482431	-0.00966492	-0.006916041	-0.028648327	-0.000859063	-0.008038988	0.001856	0.002770901	-0.004522017	-0.018705555	0.0062667633	0.0033282019
2010-07	0.1446077925	0.0233761619	0.006378089	-0.032952017	-0.01232123	0.0067182585	0.001856	0.020446992	0.0203249552	-0.04915276	-0.005941703	0.0008172293
2010-08	0.0556399333	0.0460268114	-0.063053853	0.096158031	-0.023594629	0.0059611122	0.001856	0.022588811	-0.038916467	0.0573360041	-0.013067061	0.020513632
2010-09	0.0244597883	-0.015748535	-0.030750995	0.0404764128	-0.011032855	-0.010626714	0.001856	-0.012321148	-0.019441096	0.014490881	-0.012734504	0.0009611035
2010-10	0.1179633421	-0.042331074	0.0058130507	-0.06766916	0.0081703612	-0.029759988	0.00206	-0.030849774	0.0182514195	-0.037717716	0.0123555068	-0.027911237
2010-11	-0.038305737	0.0578115727	-0.045457354	0.0726139815	0.0106354297	-0.002604339	0.00206	0.0344214919	-0.026608182	0.0544053532	-0.002476258	0.0219004038
2010-12	-0.010766096	-0.002867847	0.0159334733	-0.025305266	0.0199883354	-0.025712978	0.002263	0.0109431834	0.0026186733	-0.005078135	0.007047854	-0.022160218
2011-01	-0.025178067	-0.018451459	0.0587628875	-0.095805495	-0.004612106	0.0054524875	0.002263	-0.000875	0.0438917725	-0.057943323	-0.015511425	0.0127918243
2011-02	0.0612419965	0.0421747039	-0.025169813	0.0405605364	-0.055585906	0.0373559803	0.002466	0.0130937077	0.0021961162	0.016079321	-0.034250331	0.0151736097
2011-03	-0.005185615	0.0158124164	0.0281726382	-0.036012585	0.0034385197	0.0054997493	0.002466	0.0185918129	0.0225065921	-0.05388357	-0.031174678	0.0195200572
2011-04	-0.022112529	-0.006863472	0.0121050467	-0.046499016	0.0150385564	-0.005785707	0.002669	-0.001398065	0.0178881547	-0.027493974	-0.011109891	0.0124312849
2011-05	-0.06978379	-0.001133876	-0.007241954	0.0019239323	0.019331593	-0.016770533	0.002669	0.0097990469	0.0010891336	-0.007914032	0.0095714117	-0.008978489
2011-06	0.0299610392	0.0085151485	-0.011989549	0.0548178952	-0.008481688	-0.00303029	0.002669	0.0152697043	-0.006524647	0.038754588	-0.011886773	-0.001739881
2011-07	-0.008060514	0.0178496873	-0.054568716	0.0126217386	-0.01145804	-0.006601738	0.002871	0.0143299285	-0.047171666	0.003996868	-0.008741883	-0.000276492
2011-08	-0.053821563	0.021453126	-0.029097022	0.0038033483	0.0059166582	-0.02834389	0.002871	0.0200102852	-0.01714151	-0.019696157	0.0034038741	-0.010397779
2011-09	-0.097643875	-0.016924476	0.0345193016	-0.027388176	0.0263471331	0.0110495724	0.002871	0.0034165476	0.0137479031	-0.034011071	-0.005769507	0.0168521941
2011-10	0.028395086	0.0123157027	-0.003224801	-0.016555382	-0.008030492	0.0020261542	0.002871	0.008427336	-0.004089754	-0.013377329	0.0045372565	-0.006723516
2011-11	-0.053769932	0.0111656413	-0.03155729	-0.001973057	-0.003364673	0.0113798524	0.002871	0.0109501987	-0.029481768	-0.018857913	-0.011452053	0.010679647
2011-12	-0.095586616	-0.067450137	0.0537925681	0.0725200371	0.1079139446	-0.057521181	0.002871	-0.02403239	0.0280363788	-0.01360412	0.0641683107	-0.049811638
2012-01	0.0254664312	-0.042083365	0.0339874615	-0.035901609	0.0195130175	0.0083840148	0.002871	-0.027623495	0.022993743	-0.044609666	0.0054508228	0.0177307291
2012-02	0.0790071647	0.0440903348	-0.03609041	-0.073905948	-0.048120422	0.0027218018	0.002871	0.0179007499	-0.016431364	-0.044048442	-0.017060926	-0.005760164
2012-03	-0.076929278	0.0069087902	-0.003884377	0.0432009711	0.0137568896	0.0052440709	0.002871	0.008879211	-0.000935918	0.0341234309	0.0043868859	0.005654285
2012-04	0.058555507	-0.003145186	0.0171933831	-0.049216312	-0.014095746	-0.016287517	0.002871	-0.017614994	0.0392791829	-0.051834253	0.0078945501	0.0065351444
2012-05	0.002491337	0.0152035847	-0.033243722	-0.007312679	-0.011099232	-0.018329719	0.002871	0.0111694649	-0.018042789	0.0152014173	0.0054335054	-0.012035389
2012-06	-0.065063871	0.0075273434	-0.021777662	0.0559410675	0.0250998206	-0.019629217	0.002669	0.0194810567	-0.024937598	0.0384894908	-0.001345024	0.0114252296
2012-07	-0.062563104	-0.039305758	0.0057556743	0.0580392378	0.0410609204	-0.03083873	0.002466	-0.019150981	0.004758617	0.0348367321	0.0246688654	-0.014634555
2012-08	-0.02819893	0.0723677869	-0.008462344	-0.034586643	-0.052553198	0.0432239927	0.002466	0.0467770623	-0.023916382	-0.031547618	-0.056707996	0.0245009308
2012-09	0.02745369	-0.031887039	-0.013398251	-0.008769383	0.0353085494	-0.037860041	0.002466	-0.013291395	-0.005217108	-0.019115666	0.0217888175	-0.0082748
2012-10	-0.010726071	0.0199339283	0.0100185941	0.0056020863	-0.009885841	0.0057556562	0.002466	0.0084306286	0.0096605129	-0.008278048	-0.012635051	0.0159517229
2012-11	-0.076474239	-0.030015297	0.0476679475	0.0516476595	0.0400757646	-0.005220107	0.002466	-0.008891373	0.028919917	0.0049869853	0.0112154897	0.0050028404
2012-12	0.1374412069	0.0190610034	-0.002979795	-0.042333207	-0.012587162	-0.007213703	0.002466	0.0023101532	-0.006930247	-0.013228049	0.0226619705	-0.017836036
2013-01	0.036694046	0.0358664988	-0.010977213	-0.036802086	-0.049355479	0.0260369442	0.002466	0.0098321961	-0.017603423	-0.009165455	-0.030009301	0.0007190233
2013-02	0.0076391298	0.0318566931	-0.020228729	0.0260098774	-0.021147878	-0.000071986	0.002466	0.0173326881	-0.014470207	0.0127063823	-0.013600716	-0.006317516
2013-03	-0.044633975	0.0253315309	-0.024256953	0.0522420592	-0.014295013	0.0142085342	0.002466	0.018267194	-0.024313425	0.0405592322	-0.024714371	0.015127335
2013-04	-0.033265762	-0.000131951	-0.005258231	0.009225132	-0.005857377	-0.014085392	0.002466	0.0004946	-0.005181316	0.0212669435	0.0021095988	-0.00278433
2013-05	0.0846590062	0.0709450138	-0.033640726	0.0238184972	-0.061911628	0.0063372786	0.002466	0.0351279224	-0.03370822	0.0208031998	-0.034720576	-0.000732221
2013-06	-0.146490139	-0.001458993	-0.018602225	0.0626579381	0.0273735557	-0.016593002	0.002466	0.0144476563	-0.010824742	0.0477571161	-0.006225656	0.0036916032
2013-07	0.0400957104	0.038342641	0.0005703598	0.0557487627	-0.02188679	0.0223478235	0.002466	0.0349443139	-0.013633212	0.0405913245	-0.035278699	0.0187610137
2013-08	0.0555192406	0.0331067724	0.0158394316	-0.061634914	-0.056963271	0.0323636191	0.002466	-0.000400894	0.0374817809	-0.064853355	-0.022170688	0.0180327047
2013-09	0.042476073	0.009834118	0.0024133921	0.07830659	-0.026100365	0.019027274	0.002466	0.0094353932	-0.000488302	0.0364461244	-0.013861449	0.0038901229
2013-10	-0.027871841	0.009230344	0.0313992822	-0.065106225	0.0059995817	0.0093558003	0.002466	0.01152959	0.0241976225	-0.04176072	-0.005739269	0.0106527131
2013-11	0.0500590353	0.0526593117	-0.011813303	0.0370370703	-0.035079963	0.0117308995	0.002466	0.0554029815	-0.001513616	0.0396576635	-0.043886357	0.0090440958
2013-12	-0.042644229	0.0077555883	0.0126626521	0.0088281038	0.0132979562	-0.013139814	0.002466	0.0068808998	0.0184296381	0.0001584503	0.0124831874	-0.003777754
2014-01	-0.018291221	0.0711457458	-0.019440311	0.0987933537	-0.04112498	0.0053199505	0.002466	0.0580420248	-0.019606901	0.1353793465	-0.046211444	-0.001153574
2014-02	0.0147198778	0.0299081738	0.0143884511	-0.031942978	-0.024809736	0.0327290046	0.002466	0.0219481853	0.0121388578	-0.01279469	-0.034693944	0.0257528866
2014-03	-0.027787932	-0.006187967	0.0288510689	-0.084219392	0.0035476831	0.019621573	0.002466	-0.007866689	0.0278805046	-0.082311865	-0.000389554	0.015841034
2014-04	-0.014816316	0.0064394565	0.0041747895	-0.018597221	0.0120917615	-0.006686691	0.002466	0.0193080478	0.0041935109	0.001384205	-0.00117272	0.0014263044
2014-05	0.0126427076	0.0231326967	-0.00163142	0.0142038514	-0.028934211	0.0107693249	0.002466	0.0238145065	-0.009451836	0.02086572	-0.029030444	0.0074244461
2014-06	0.0258283292	0.0341657765	-0.003956083	0.0222574435	-0.022975431	0.0187232157	0.002466	0.0395922593	-0.007893132	0.0281619662	-0.034678394	0.0205605064
2014-07	0.074750871	0.0026607697	0.051688011	-0.064336808	-0.010238332	0.0238591687	0.002466	-0.004984571	0.0564720357	-0.065253527	0.0034926357	0.0133920533
2014-08	0.0278702108	0.0454087694	-0.021407677	0.0267408343	-0.045677949	0.0108023906	0.002466	0.0357487708	-0.021292202	0.0156184091	-0.038486088	0.0114772356
2014-09	0.0896755201	0.0868981009	-0.000489283	0.0287239874	-0.092979783	0.0462104414	0.002466	0.0639549598	0.015335369	0.01016594	-0.04506495	0.0380430345
2014-10	0.0126046839	0.0000435331	0.0153211512	-0.008341009	-0.003180103	0.0134751671	0.002466	-0.003249884	0.0186421085	-0.017888145	0.0094414901	0.0059731757
2014-11	0.0564115735	0.0033646572	0.0431384225	-0.025132358	-0.000157406	0.0107592508	0.002263	0.0084998042	0.0414129195	-0.013702734	-0.000885397	0.0147443671
2014-12	0.0933387322	-0.15943649	0.1572531933	-0.076981516	0.1540148821	0.0061243478	0.002263	-0.092470703	0.1172564411	-0.077093547	0.0893001461	-0.007924837
2015-01	0.0394398791	0.0236099689	-0.070136941	-0.103226724	-0.019180748	-0.038032287	0.002263	0.0175435822	-0.067123423	-0.056699652	-0.013243409	-0.021735982
2015-02	0.0503315875	0.0272247097	-0.040187031	-0.026825412	-0.026711142	-0.016955149	0.002263	0.0149221589	-0.034917271	-0.014423958	-0.014330771	-0.007429411
2015-03	0.1714308463	0.0819090879	-0.02706886	0.0166974346	-0.073874015	0.0028415455	0.00206	0.0420494434	-0.016926264	-0.004105819	-0.038731179	-0.00439069
2015-04	0.1993011745	0.005869158	0.0634511713	0.09834308	-0.042292001	0.0931034871	0.00206	0.0250788478	0.0341488809	-0.011338982	-0.033038311	0.0370540604
2015-05	0.1133886196	0.1678561623	-0.179313557	-0.04667354	-0.153583437	0.0099315387	0.001856	0.120472192	-0.133555024	-0.061153245	-0.116214083	0.035992928
2015-06	-0.090464585	-0.030283476	0.1045513416	-0.122696502	0.032423188	0.0151280145	0.001652	-0.019862745	0.0858489513	-0.148989524	0.0296542553	0.0106118751
2015-07	-0.161064496	-0.056042677	-0.013125125	-0.057524615	0.0720465577	-0.009229645	0.001652	-0.028843749	-0.0240352	-0.034553508	0.0539156542	-0.032220288
2015-08	-0.142842101	0.0073748542	0.0220634365	-0.046296489	-0.023080487	0.0332335041	0.001447	0.0196148713	0.0250731066	-0.078700184	-0.011991305	0.0468105126
2015-09	-0.064157251	0.0337825239	-0.048677982	-0.059790481	0.0330674351	-0.038923315	0.001447	0.0287892439	-0.055861221	-0.065281597	0.0008343097	-0.032356515
2015-10	0.1611755887	0.0835218798	-0.058836331	-0.038498047	-0.094335197	-0.031143761	0.001241	0.0480040432	-0.053111765	-0.052941657	-0.064398108	0.0042459413
2015-11	0.0276679565	0.1142992836	-0.028113771	-0.020045289	-0.042211337	-0.030803371	0.001241	0.0873424227	-0.030968244	-0.033338444	-0.05344667	-0.00240186
2015-12	0.0411503199	0.0639505059	-0.005047736	-0.052198468	-0.00088996	-0.00864934	0.001241	0.0663110982	-0.002023564	-0.056994137	-0.031193276	0.0252046164
2016-01	-0.265316866	-0.045672187	0.0352263163	-0.098911632	0.0802237005	0.02718178	0.001241	-0.013226229	0.0222531432	-0.059253638	0.0267369703	-0.005226481
2016-02	-0.020939765	0.0026754454	0.020156543	-0.024382347	-0.00285246	0.0128282475	0.001241	0.003000625	0.0253455646	-0.024743863	-0.007874429	0.018380384
2016-03	0.1441244796	0.0618427222	-0.030298935	-0.027433318	-0.044945803	-0.04657403	0.001241	0.0457855799	-0.0254643	-0.02862139	-0.028168636	-0.022120418
2016-04	-0.022269671	0.0285293799	0.0165702675	0.0081515665	0.0070902767	0.0088295901	0.001241	0.0344784966	0.0141117756	-0.000262953	-0.01177019	0.0200766829
2016-05	-0.011214514	-0.021148455	-0.018316412	-0.003660619	0.0186906912	-0.015836458	0.001241	-0.013708735	-0.01880929	-0.019747172	0.014968244	-0.022759478
2016-06	0.0291761516	0.0392525558	-0.029862932	0.0237634371	-0.025357018	-0.016897153	0.001241	0.0315814877	-0.0322419	0.016497057	-0.020637003	-0.013291411
2016-07	0.0172278469	-0.023033328	0.0587894981	-0.040196743	0.0307563282	0.0072345677	0.001241	-0.010194303	0.0621919996	-0.064244877	0.0208162569	0.0239629614
2016-08	0.0343985544	0.0324976408	0.0132330862	-0.025688806	-0.005060202	0.0037989762	0.001241	0.0283724944	0.0160005533	-0.011338418	-0.009032404	0.0085542275
2016-09	-0.020996554	0.0370266763	0.0133634982	-0.001160861	-0.002572356	-0.0012869	0.001241	0.0361262382	0.0178533456	-0.003735093	-0.01333185	0.0155269018
2016-10	0.0322521956	0.0185973026	0.0167743958	-0.00590792	-0.015809893	0.0135594001	0.001241	0.0196280231	0.0084816714	0.0100371737	-0.01919518	0.0160504522
2016-11	0.0373638379	0.0045122759	0.0354070821	-0.014088048	0.0061718553	0.0203381283	0.001241	0.0159705873	0.0200082373	-0.012496174	-0.00948281	0.0243249582
2016-12	-0.045324795	0.0271491349	0.0355125599	0.0164812836	0.0092599169	0.0461676647	0.001241	0.0286123754	0.0398482334	0.0205437131	-0.012624365	0.0429720818
2017-01	0.0054397665	-0.033763049	0.0428275368	-0.006583053	0.0223665936	0.0424910144	0.001241	-0.020329788	0.0379586596	0.0020825556	0.0018835975	0.0220713197
2017-02	0.029296415	0.0117860063	0.0046624111	-0.004700455	-0.01726838	-0.01547591	0.001241	0.0054623211	0.0090217827	-0.002129318	-0.005037189	0.0054779415
2017-03	-0.005990434	-0.025355137	0.0070184414	0.042898173	0.0456439829	-0.030929805	0.001241	-0.013117987	0.0136593818	0.022168162	0.0330722014	-0.020380931
2017-04	-0.02484349	-0.052514048	0.0339041792	0.0500206541	0.0672276427	-0.031037781	0.001241	-0.034226221	0.0334950844	0.022389407	0.0511073268	-0.027292099
2017-05	-0.038092118	-0.050660542	0.0220600692	0.0569392936	0.0701496355	-0.004634511	0.001241	-0.017101075	0.0198147667	0.0095639659	0.0278671972	-0.010016567
2017-06	0.0480073624	-0.019808498	-0.00407325	0.0022195191	-0.00671933	-0.026054428	0.001241	-0.015149451	0.008716715	0.0021807425	0.0083369412	0.0010506562
2017-07	0.0180304339	-0.014798757	0.0603638536	0.0289586142	-0.018977488	0.0494945485	0.001241	-0.023164074	0.0606073982	0.040941718	0.0094278035	0.0370655154
2017-08	0.018742372	0.0048134068	-0.029857944	-0.042391444	-0.018040151	0.0032315692	0.001241	0.0060594331	-0.023019424	-0.035465252	-0.016803802	-0.002310176
2017-09	0.015795088	-0.006406386	-0.028044021	-0.017761276	0.0046682037	-0.025885517	0.001241	-0.001118693	-0.022725659	-0.022126326	-0.000456339	-0.021416526
2017-10	0.0150933929	-0.054534904	-0.009970358	0.0679971442	0.05662481	-0.059242409	0.001241	-0.01616265	-0.005248958	0.0285708253	0.0320709308	-0.024889456
2017-11	-0.03389608	-0.033969321	0.0415491099	0.054935667	0.0481540541	0.0097301154	0.001241	-0.019238546	0.0359800762	0.0362967662	0.0183723712	0.0066583196
2017-12	0.0045758706	-0.030084805	-0.00180986	0.0460586747	0.0326196152	-0.023633678	0.001241	-0.009565303	0.007801095	0.0296162122	0.0175067891	-0.009585902
2018-01	0.0213505108	-0.05624735	0.060092211	0.0691827346	0.0821294664	0.0034715404	0.001241	-0.022352974	0.0435596148	0.028121731	0.0395767107	-0.00725374
2018-02	-0.047140627	-0.014439443	-0.024968646	0.017766767	-0.009854598	-0.031163469	0.001241	-0.018904748	-0.008665606	0.0369425995	0.0159091454	-0.03187362
2018-03	-0.005750704	0.0405228372	-0.081010011	-0.105427439	-0.05304351	-0.036194093	0.001241	0.0241204105	-0.0773318	-0.087348615	-0.029154137	-0.01692264
2018-04	-0.036901706	-0.009206008	-0.006255859	0.0369398814	0.0184764004	0.0208059529	0.001241	-0.000398102	-0.005155727	0.0261676088	0.0022699606	-0.000039604
2018-05	0.0121856325	-0.0341212	-0.005577712	0.0511076415	0.0710891064	-0.012912715	0.001241	0.0129864737	0.0081126604	0.0019573883	0.0445468667	0.0025096889
2018-06	-0.082491996	-0.026561841	0.0078626668	0.0628100155	0.0493034329	0.0020284981	0.001241	-0.000573799	0.0163834203	0.0255889886	0.0232967737	-0.000056183
2018-07	0.0013833171	0.0158519429	0.0407868958	-0.038395105	-0.009944935	0.0333324198	0.001241	0.0156448141	0.0388897138	-0.050442467	-0.0167024	0.0265708009
2018-08	-0.065983566	-0.002833385	0.0281864406	0.0147705798	-0.005010008	0.0403111767	0.001241	0.0016648091	0.0183773999	0.0076777861	-0.010742332	0.0184047562
2018-09	0.0185178241	-0.02657747	0.0204753442	0.0138185737	0.025204765	0.0461191857	0.001241	-0.003276959	0.0216315621	-0.021362635	-0.006095107	0.0160839501
2018-10	-0.111910813	0.0318910965	0.0361022601	-0.0072848	-0.01656225	0.0353996381	0.001241	0.0312358536	0.0110121078	-0.011527287	-0.005144249	0.0185867245
2018-11	0.0205920889	0.0458794272	-0.020425773	-0.085013435	-0.047036817	-0.030448047	0.001241	0.0206803118	0.0017010014	-0.067678851	-0.034727078	0.0154902235
2018-12	-0.039111278	-0.002485494	-0.005321363	0.0304176019	0.006314873	0.0157780582	0.001241	0.0105476028	-0.007787212	0.0092168025	0.0042441061	0.0072092851
2019-01	0.0219714854	-0.056853141	0.0144652397	0.032937357	0.0520545008	-0.026550172	0.001241	-0.025369238	0.0351751793	0.0165033127	0.0154079411	-0.007804872
2019-02	0.1615687248	0.0632713328	-0.032891029	-0.159105512	-0.100072238	-0.023492056	0.001241	0.0154337749	-0.0259749	-0.092656824	-0.051833702	-0.004692126
2019-03	0.0802783654	0.0315031547	-0.02395805	-0.008301605	-0.042684852	-0.022130538	0.001241	0.0064023073	-0.000447612	0.0025141725	-0.029393363	0.0071866202
2019-04	-0.017474327	-0.019343142	0.0067848641	0.0480950505	0.0408056625	-0.007735513	0.001241	0.0055076878	0.02740316	0.0070127352	0.0041942092	0.0085228132
2019-05	-0.060885665	0.0121441304	-0.007742459	0.0378516804	-0.01257611	0.0284335149	0.001241	0.0233986834	-0.00967469	0.0025917188	-0.028065554	0.0301279473
2019-06	0.0260747342	-0.037990698	-0.029987566	0.0184491815	0.0399162261	-0.01586179	0.001241	-0.006275368	-0.012960761	-0.007206611	0.0196274081	-0.003856011
2019-07	-0.006205142	-0.019895512	-0.019560044	0.0069476544	0.0251195283	-0.020237387	0.001241	-0.003158645	-0.018824869	-0.000396572	0.0295946241	-0.024220797
2019-08	0.0005443003	-0.021664982	-0.067521051	0.0588261122	0.0241098559	-0.055310715	0.001241	-0.011483075	-0.041292223	0.0252012757	0.0095572518	-0.015754056
2019-09	0.0021495654	0.0169088111	-0.006236068	-0.016441498	0.0204621976	-0.00924142	0.001241	0.0126983876	-0.018629074	-0.005908313	0.0212831305	-0.022716612
2019-10	0.003127452	-0.010052555	-0.01777219	0.0349802677	0.00720776	-0.025636518	0.001241	-0.003668434	-0.004647092	0.0161371507	0.0080941859	-0.011899148
2019-11	-0.01424826	-0.01092879	0.0097338191	-0.00471134	0.0186182162	0.0040434061	0.001241	-0.006931584	0.0081668123	-0.007823338	0.0119229791	0.005546894
2019-12	0.0701250206	0.0131163129	0.0010808241	0.0141836035	0.0038459769	-0.014793625	0.001241	0.0100035103	-0.006668202	0.0054633651	0.0055921619	0.0021819869
2020-01	-0.003885042	0.018261295	-0.042206919	0.0449444991	0.0119547381	-0.016161381	0.001241	-0.004299934	-0.036903095	0.0549866362	0.0235368201	-0.030246532
2020-02	0.000717881	-0.000385718	-0.039953682	0.0689326965	-0.007204256	-0.01629957	0.001241	-0.01450043	-0.025866468	0.0576759058	0.0078926375	-0.021717787
2020-03	-0.056973326	0.0242734768	0.016334405	-0.032028016	-0.02095561	0.0081750135	0.001241	0.0363037176	0.028822512	-0.068740595	-0.032234093	0.0032755695
2020-04	0.0491908246	-0.037087633	-0.049647761	0.0917744826	0.0486014834	-0.060162737	0.001241	-0.025603244	-0.027745633	0.0757918087	0.0422787753	-0.036503969
2020-05	0.009564898	0.0139536267	-0.031296478	0.0291365715	0.0101340537	-0.033791479	0.001241	0.0031766804	-0.019439169	0.0112769099	0.0121980802	-0.018579071
2020-06	0.0849485078	-0.006221631	-0.083748863	0.1090280751	0.0481114333	-0.051274986	0.001241	-0.006216218	-0.052013584	0.0762468058	0.0326554258	-0.026132567
2020-07	0.1385710386	-0.00409444	0.0091286592	0.0404369349	0.0045338282	-0.004737425	0.001241	-0.004386625	0.0348713236	0.002413965	0.0022292261	0.000827914
2020-08	0.0242368254	0.0199139408	-0.002518893	-0.014105224	0.0077822324	-0.003948701	0.001241	0.0302569009	-0.006823909	-0.046517496	-0.009101827	0.0122595103
